0 0 0 47536.8 116741
0 0 1 42368.6 103917
0 1 0 41591.8 102217
0 1 1 43075.8 106009
0 2 0 41250.3 101410
0 2 1 42989.7 105907
0 3 0 40743.5 100330
0 3 1 42003.7 102888
0 4 0 40743.6 100204
0 4 1 40995.3 100409
0 5 0 40449.8 99143
0 5 1 41486.2 101674
0 6 0 40092.6 98679
0 6 1 38911.6 95556
0 7 0 38994.6 95821
0 7 1 39037.8 96011
0 8 0 38135.2 94158
0 8 1 38169.3 94783
0 9 0 36954.5 90849
0 9 1 37031.8 91041
0 10 0 37860.7 92875
0 10 1 39344 96290
0 11 0 39605 97952
0 11 1 41368.6 101351
0 12 0 41108.3 101013
0 12 1 42809.4 104805
0 13 0 41676.8 102619
0 13 1 41938 102533
0 14 0 42428.7 104672
0 14 1 42856.1 105352
0 15 0 41621.8 102304
0 15 1 41437.5 101774
0 16 0 40471.4 100257
0 16 1 42635.7 104395
0 17 0 41059.7 100308
0 17 1 42653.8 104710
0 18 0 42040.5 102992
0 18 1 41194.1 100782
0 19 0 42324.6 104398
0 19 1 45763.8 111999
0 20 0 48254.5 118605
0 20 1 42585.1 105014
0 21 0 42742 104515
0 21 1 42001.5 103067
0 22 0 42719.2 105263
0 22 1 41252.7 101404
0 23 0 42957.1 105793
0 23 1 41441.9 101435
0 24 0 42710 105255
0 24 1 41565.8 101769
0 25 0 41592.8 101758
0 25 1 43365.5 107175
0 26 0 42596.2 104702
0 26 1 42907 105063
0 27 0 42959.1 105171
0 27 1 42749.1 105170
0 28 0 44299.8 108772
0 28 1 42192.3 102997
0 29 0 42878.8 105203
0 29 1 42119.3 103617
0 30 0 41813.5 102588
0 30 1 42997.3 106035
0 31 0 40961.4 100547
0 31 1 41951.9 102962
0 32 0 41053 100755
0 32 1 40892.4 100418
0 33 0 40778.4 100165
0 33 1 40275 99092
0 34 0 42245.4 103262
0 34 1 42223.8 103247
0 35 0 41755.7 102592
0 35 1 43546 107265
0 36 0 44142.4 108264
0 36 1 42883.1 105114
0 37 0 42625.1 104873
0 37 1 42668.1 104884
0 38 0 42657.9 104508
0 38 1 42562.4 104269
0 39 0 42785.5 104908
0 39 1 47540.6 116857
0 40 0 45867.7 112293
0 40 1 46040.3 112895
0 41 0 41931 103411
0 41 1 44123.8 108293
0 42 0 44408.9 109107
0 42 1 42151.3 103320
0 43 0 41854.9 102992
0 43 1 43532.2 106405
0 44 0 43861.8 107458
0 44 1 42398.2 104080
0 45 0 42233.1 103319
0 45 1 43951.6 108016
0 46 0 44171.6 109035
0 46 1 43325.7 106085
0 47 0 42992.4 105950
0 47 1 43399.5 106607
0 48 0 43169.6 105978
0 48 1 42809.3 105459
0 49 0 44768 109709
0 49 1 44011.7 107648
0 50 0 43873.5 107724
0 50 1 44795 110193
0 51 0 42597.6 104329
0 51 1 42955.8 105686
0 52 0 42895.5 105803
0 52 1 43616.9 107115
0 53 0 43407.2 106473
0 53 1 43492.7 106924
0 54 0 45352.3 111296
0 54 1 44375.4 109004
0 55 0 43131.2 105860
0 55 1 43851.6 107449
0 56 0 44166 108766
0 56 1 43334.9 106236
0 57 0 44287.8 109070
0 57 1 44041.3 107829
0 58 0 43169.3 106209
0 58 1 44226.9 109591
0 59 0 44035.4 108587
0 59 1 51561.9 126071
0 60 0 0 0
0 60 1 42643.4 107688
0 61 0 0 0
0 61 1 39453.9 97222
0 62 0 0 0
0 62 1 40050.1 98713
0 63 0 0 0
0 63 1 40774.6 100644
0 64 0 0 0
0 64 1 40728 100820
0 65 0 44015.4 107763
0 65 1 45257.4 110811
0 66 0 44114.1 108365
0 66 1 43969.7 108354
0 67 0 43036.8 105297
0 67 1 44002.4 108093
0 68 0 41775 102715
0 68 1 44257.9 108901
0 69 0 40310 99096
0 69 1 42577.1 104875
0 70 0 40962 100340
0 70 1 42395.9 103771
0 71 0 42227.6 103550
0 71 1 44986.8 111131
0 72 0 42870.5 104751
0 72 1 44039 107835
0 73 0 42454.3 104608
0 73 1 44929.3 110588
0 74 0 44490 109201
0 74 1 42883.6 105387
0 75 0 44082.4 107951
0 75 1 46153.2 113442
0 76 0 43055.8 105764
0 76 1 45416.1 111828
0 77 0 42617.3 104410
0 77 1 44774.1 109771
0 78 0 41965.1 103329
0 78 1 46919.7 118010
0 79 0 42546.9 104776
0 79 1 48328.7 119566
0 80 0 47159.4 116298
0 80 1 44026.7 109131
0 81 0 39756.5 97912
0 81 1 42777.5 105243
0 82 0 41459.3 102627
0 82 1 41022.6 100551
